state,district,year,month,enrolments,growth_rate,rolling_3m
Chhattisgarh,Sukma,2025.0,4.0,4,-42.85714285714286,6.0
Chhattisgarh,Sukma,2025.0,5.0,8,100.0,6.333333333333333
Chhattisgarh,Sukma,2025.0,6.0,6,-25.0,6.0
Chhattisgarh,Sukma,2025.0,7.0,3,-50.0,5.666666666666667
Chhattisgarh,Sukma,2025.0,8.0,7,133.33333333333334,5.333333333333333
Chhattisgarh,Sukma,2025.0,9.0,6,-14.28571428571429,5.333333333333333
Chhattisgarh,Sukma,2025.0,10.0,6,0.0,6.333333333333333
Chhattisgarh,Sukma,2025.0,11.0,8,33.33333333333333,6.666666666666667
Chhattisgarh,Sukma,2025.0,12.0,6,-25.0,6.666666666666667
Chhattisgarh,Surajpur,2025.0,1.0,13,,
Chhattisgarh,Surajpur,2025.0,2.0,16,23.076923076923084,
Chhattisgarh,Surajpur,2025.0,3.0,14,-12.5,14.333333333333334
Chhattisgarh,Surajpur,2025.0,4.0,8,-42.85714285714286,12.666666666666666
Chhattisgarh,Surajpur,2025.0,5.0,15,87.5,12.333333333333334
Chhattisgarh,Surajpur,2025.0,6.0,12,-19.999999999999996,11.666666666666666
Chhattisgarh,Surajpur,2025.0,7.0,8,-33.333333333333336,11.666666666666666
Chhattisgarh,Surajpur,2025.0,8.0,19,137.5,13.0
Chhattisgarh,Surajpur,2025.0,9.0,19,0.0,15.333333333333334
Chhattisgarh,Surajpur,2025.0,10.0,16,-15.789473684210531,18.0
Chhattisgarh,Surajpur,2025.0,11.0,16,0.0,17.0
Chhattisgarh,Surajpur,2025.0,12.0,18,12.5,16.666666666666668
Chhattisgarh,Surguja,2025.0,1.0,16,,
Chhattisgarh,Surguja,2025.0,2.0,16,0.0,
Chhattisgarh,Surguja,2025.0,3.0,14,-12.5,15.333333333333334
Chhattisgarh,Surguja,2025.0,4.0,6,-57.14285714285714,12.0
Chhattisgarh,Surguja,2025.0,5.0,17,183.33333333333334,12.333333333333334
Chhattisgarh,Surguja,2025.0,6.0,16,-5.882352941176472,13.0
Chhattisgarh,Surguja,2025.0,7.0,10,-37.5,14.333333333333334
Chhattisgarh,Surguja,2025.0,8.0,21,110.00000000000001,15.666666666666666
Chhattisgarh,Surguja,2025.0,9.0,16,-23.809523809523814,15.666666666666666
Chhattisgarh,Surguja,2025.0,10.0,15,-6.25,17.333333333333332
Chhattisgarh,Surguja,2025.0,11.0,19,26.66666666666666,16.666666666666668
Chhattisgarh,Surguja,2025.0,12.0,19,0.0,17.666666666666668
Chhattisgarh,Uttar Bastar Kanker,2025.0,1.0,1,,
Chhattisgarh,Uttar Bastar Kanker,2025.0,2.0,15,1400.0,
Chhattisgarh,Uttar Bastar Kanker,2025.0,3.0,9,-40.0,8.333333333333334
Chhattisgarh,Uttar Bastar Kanker,2025.0,4.0,7,-22.22222222222222,10.333333333333334
Chhattisgarh,Uttar Bastar Kanker,2025.0,5.0,10,42.85714285714286,8.666666666666666
Chhattisgarh,Uttar Bastar Kanker,2025.0,6.0,12,19.999999999999996,9.666666666666666
Chhattisgarh,Uttar Bastar Kanker,2025.0,7.0,7,-41.666666666666664,9.666666666666666
Chhattisgarh,Uttar Bastar Kanker,2025.0,8.0,11,57.14285714285714,10.0
Chhattisgarh,Uttar Bastar Kanker,2025.0,9.0,15,36.36363636363635,11.0
Chhattisgarh,Uttar Bastar Kanker,2025.0,10.0,13,-13.33333333333333,13.0
Chhattisgarh,Uttar Bastar Kanker,2025.0,11.0,15,15.384615384615374,14.333333333333334
Chhattisgarh,Uttar Bastar Kanker,2025.0,12.0,10,-33.333333333333336,12.666666666666666
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025.0,1.0,1,,
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025.0,2.0,2,100.0,
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025.0,3.0,1,-50.0,1.3333333333333333
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025.0,5.0,1,0.0,1.3333333333333333
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025.0,6.0,1,0.0,1.0
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025.0,8.0,1,0.0,1.0
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025.0,9.0,1,0.0,1.0
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025.0,10.0,2,100.0,1.3333333333333333
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2025.0,11.0,1,-50.0,1.3333333333333333
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2025.0,1.0,3,,
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2025.0,2.0,5,66.66666666666667,
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2025.0,3.0,5,0.0,4.333333333333333
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2025.0,4.0,2,-60.0,4.0
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2025.0,5.0,3,50.0,3.3333333333333335
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2025.0,6.0,2,-33.333333333333336,2.3333333333333335
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2025.0,7.0,2,0.0,2.3333333333333335
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2025.0,8.0,5,150.0,3.0
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2025.0,9.0,6,19.999999999999996,4.333333333333333
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2025.0,10.0,5,-16.666666666666664,5.333333333333333
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2025.0,11.0,4,-19.999999999999996,5.0
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2025.0,12.0,7,75.0,5.333333333333333
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025.0,1.0,1,,
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025.0,2.0,1,0.0,
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025.0,3.0,1,0.0,1.0
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025.0,4.0,2,100.0,1.3333333333333333
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025.0,5.0,1,-50.0,1.3333333333333333
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025.0,6.0,1,0.0,1.3333333333333333
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025.0,8.0,1,0.0,1.0
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025.0,9.0,3,200.0,1.6666666666666667
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025.0,10.0,2,-33.333333333333336,2.0
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025.0,11.0,1,-50.0,2.0
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025.0,12.0,4,300.0,2.3333333333333335
Dadra and Nagar Haveli and Daman and Diu,Daman,2025.0,2.0,2,,
Dadra and Nagar Haveli and Daman and Diu,Daman,2025.0,3.0,2,0.0,
Dadra and Nagar Haveli and Daman and Diu,Daman,2025.0,8.0,1,-50.0,1.6666666666666667
Dadra and Nagar Haveli and Daman and Diu,Daman,2025.0,10.0,3,200.0,2.0
Dadra and Nagar Haveli and Daman and Diu,Daman,2025.0,11.0,2,-33.333333333333336,2.0
Dadra and Nagar Haveli and Daman and Diu,Diu,2025.0,1.0,1,,
Dadra and Nagar Haveli and Daman and Diu,Diu,2025.0,2.0,1,0.0,
Dadra and Nagar Haveli and Daman and Diu,Diu,2025.0,3.0,1,0.0,1.0
Dadra and Nagar Haveli and Daman and Diu,Diu,2025.0,6.0,1,0.0,1.0
Dadra and Nagar Haveli and Daman and Diu,Diu,2025.0,9.0,1,0.0,1.0
Dadra and Nagar Haveli and Daman and Diu,Diu,2025.0,11.0,1,0.0,1.0
Dadra and Nagar Haveli and Daman and Diu,Diu,2025.0,12.0,1,0.0,1.0
Daman & Diu,Daman,2025.0,2.0,1,,
Daman & Diu,Daman,2025.0,4.0,1,0.0,
Daman & Diu,Diu,2025.0,2.0,1,,
Daman & Diu,Diu,2025.0,8.0,1,0.0,
Daman & Diu,Diu,2025.0,12.0,1,0.0,1.0
Daman and Diu,Daman,2025.0,1.0,1,,
Daman and Diu,Daman,2025.0,2.0,3,200.0,
Daman and Diu,Daman,2025.0,3.0,1,-66.66666666666667,1.6666666666666667
Daman and Diu,Daman,2025.0,8.0,1,0.0,1.6666666666666667
Daman and Diu,Daman,2025.0,9.0,2,100.0,1.3333333333333333
Daman and Diu,Daman,2025.0,11.0,2,0.0,1.6666666666666667
Daman and Diu,Diu,2025.0,2.0,1,,
Daman and Diu,Diu,2025.0,5.0,1,0.0,
Daman and Diu,Diu,2025.0,7.0,1,0.0,1.0
Daman and Diu,Diu,2025.0,8.0,2,100.0,1.3333333333333333
Daman and Diu,Diu,2025.0,9.0,3,50.0,2.0
Daman and Diu,Diu,2025.0,10.0,1,-66.66666666666667,2.0
Daman and Diu,Diu,2025.0,11.0,1,0.0,1.6666666666666667
Daman and Diu,Diu,2025.0,12.0,4,300.0,2.0
Delhi,Central Delhi,2025.0,1.0,20,,
Delhi,Central Delhi,2025.0,2.0,15,-25.0,
Delhi,Central Delhi,2025.0,3.0,12,-19.999999999999996,15.666666666666666
Delhi,Central Delhi,2025.0,4.0,6,-50.0,11.0
Delhi,Central Delhi,2025.0,5.0,11,83.33333333333333,9.666666666666666
Delhi,Central Delhi,2025.0,6.0,13,18.181818181818187,10.0
Delhi,Central Delhi,2025.0,7.0,12,-7.692307692307687,12.0
Delhi,Central Delhi,2025.0,8.0,19,58.33333333333333,14.666666666666666
Delhi,Central Delhi,2025.0,9.0,14,-26.315789473684216,15.0
Delhi,Central Delhi,2025.0,10.0,11,-21.42857142857143,14.666666666666666
Delhi,Central Delhi,2025.0,11.0,15,36.36363636363635,13.333333333333334
Delhi,Central Delhi,2025.0,12.0,15,0.0,13.666666666666666
Delhi,East Delhi,2025.0,1.0,23,,
Delhi,East Delhi,2025.0,2.0,16,-30.434782608695656,
Delhi,East Delhi,2025.0,3.0,15,-6.25,18.0
Delhi,East Delhi,2025.0,4.0,8,-46.666666666666664,13.0
Delhi,East Delhi,2025.0,5.0,14,75.0,12.333333333333334
Delhi,East Delhi,2025.0,6.0,15,7.14285714285714,12.333333333333334
Delhi,East Delhi,2025.0,7.0,16,6.666666666666665,15.0
Delhi,East Delhi,2025.0,8.0,15,-6.25,15.333333333333334
Delhi,East Delhi,2025.0,9.0,14,-6.666666666666665,15.0
Delhi,East Delhi,2025.0,10.0,13,-7.14285714285714,14.0
Delhi,East Delhi,2025.0,11.0,15,15.384615384615374,14.0
Delhi,East Delhi,2025.0,12.0,14,-6.666666666666665,14.0
Delhi,Najafgarh,2025.0,2.0,2,,
Delhi,Najafgarh,2025.0,3.0,1,-50.0,
Delhi,Najafgarh,2025.0,5.0,1,0.0,1.3333333333333333
Delhi,Najafgarh,2025.0,6.0,2,100.0,1.3333333333333333
Delhi,Najafgarh,2025.0,7.0,1,-50.0,1.3333333333333333
Delhi,Najafgarh,2025.0,8.0,1,0.0,1.3333333333333333
Delhi,Najafgarh,2025.0,10.0,1,0.0,1.0
Delhi,Najafgarh,2025.0,12.0,1,0.0,1.0
Delhi,New Delhi,2025.0,1.0,12,,
Delhi,New Delhi,2025.0,2.0,5,-58.33333333333333,
Delhi,New Delhi,2025.0,3.0,1,-80.0,6.0
Delhi,New Delhi,2025.0,4.0,1,0.0,2.3333333333333335
Delhi,New Delhi,2025.0,5.0,1,0.0,1.0
Delhi,New Delhi,2025.0,6.0,4,300.0,2.0
Delhi,New Delhi,2025.0,7.0,1,-75.0,2.0
Delhi,New Delhi,2025.0,8.0,1,0.0,2.0
Delhi,New Delhi,2025.0,9.0,4,300.0,2.0
Delhi,New Delhi,2025.0,10.0,3,-25.0,2.6666666666666665
Delhi,New Delhi,2025.0,11.0,4,33.33333333333333,3.6666666666666665
Delhi,New Delhi,2025.0,12.0,3,-25.0,3.3333333333333335
Delhi,North Delhi,2025.0,1.0,12,,
Delhi,North Delhi,2025.0,2.0,8,-33.333333333333336,
Delhi,North Delhi,2025.0,3.0,8,0.0,9.333333333333334
Delhi,North Delhi,2025.0,4.0,6,-25.0,7.333333333333333
Delhi,North Delhi,2025.0,5.0,5,-16.666666666666664,6.333333333333333
Delhi,North Delhi,2025.0,6.0,8,60.00000000000001,6.333333333333333
Delhi,North Delhi,2025.0,7.0,7,-12.5,6.666666666666667
Delhi,North Delhi,2025.0,8.0,9,28.57142857142858,8.0
Delhi,North Delhi,2025.0,9.0,8,-11.111111111111116,8.0
Delhi,North Delhi,2025.0,10.0,8,0.0,8.333333333333334
Delhi,North Delhi,2025.0,11.0,7,-12.5,7.666666666666667
Delhi,North Delhi,2025.0,12.0,8,14.28571428571428,7.666666666666667
Delhi,North East,2025.0,1.0,6,,
Delhi,North East,2025.0,2.0,6,0.0,
Delhi,North East,2025.0,3.0,4,-33.333333333333336,5.333333333333333
Delhi,North East,2025.0,4.0,3,-25.0,4.333333333333333
Delhi,North East,2025.0,5.0,4,33.33333333333333,3.6666666666666665
Delhi,North East,2025.0,6.0,6,50.0,4.333333333333333
Delhi,North East,2025.0,7.0,6,0.0,5.333333333333333
Delhi,North East,2025.0,8.0,6,0.0,6.0
Delhi,North East,2025.0,9.0,6,0.0,6.0
Delhi,North East,2025.0,10.0,5,-16.666666666666664,5.666666666666667
Delhi,North East,2025.0,11.0,6,19.999999999999996,5.666666666666667
Delhi,North East,2025.0,12.0,6,0.0,5.666666666666667
Delhi,North East Delhi,2025.0,1.0,11,,
Delhi,North East Delhi,2025.0,2.0,8,-27.27272727272727,
Delhi,North East Delhi,2025.0,3.0,7,-12.5,8.666666666666666
Delhi,North East Delhi,2025.0,4.0,5,-28.57142857142857,6.666666666666667
Delhi,North East Delhi,2025.0,5.0,7,39.99999999999999,6.333333333333333
Delhi,North East Delhi,2025.0,6.0,8,14.28571428571428,6.666666666666667
Delhi,North East Delhi,2025.0,7.0,8,0.0,7.666666666666667
Delhi,North East Delhi,2025.0,8.0,9,12.5,8.333333333333334
Delhi,North East Delhi,2025.0,9.0,8,-11.111111111111116,8.333333333333334
Delhi,North East Delhi,2025.0,10.0,8,0.0,8.333333333333334
Delhi,North East Delhi,2025.0,11.0,8,0.0,8.0
Delhi,North East Delhi,2025.0,12.0,8,0.0,8.0
Delhi,North West Delhi,2025.0,1.0,39,,
Delhi,North West Delhi,2025.0,2.0,33,-15.384615384615385,
Delhi,North West Delhi,2025.0,3.0,30,-9.090909090909093,34.0
Delhi,North West Delhi,2025.0,4.0,19,-36.66666666666667,27.333333333333332
Delhi,North West Delhi,2025.0,5.0,32,68.42105263157893,27.0
Delhi,North West Delhi,2025.0,6.0,32,0.0,27.666666666666668
Delhi,North West Delhi,2025.0,7.0,28,-12.5,30.666666666666668
Delhi,North West Delhi,2025.0,8.0,32,14.28571428571428,30.666666666666668
Delhi,North West Delhi,2025.0,9.0,34,6.25,31.333333333333332
Delhi,North West Delhi,2025.0,10.0,30,-11.764705882352944,32.0
Delhi,North West Delhi,2025.0,11.0,33,10.000000000000009,32.333333333333336
Delhi,North West Delhi,2025.0,12.0,33,0.0,32.0
Delhi,Shahdara,2025.0,1.0,7,,
Delhi,Shahdara,2025.0,2.0,6,-14.28571428571429,
Delhi,Shahdara,2025.0,3.0,5,-16.666666666666664,6.0
Delhi,Shahdara,2025.0,4.0,2,-60.0,4.333333333333333
Delhi,Shahdara,2025.0,5.0,4,100.0,3.6666666666666665
Delhi,Shahdara,2025.0,6.0,5,25.0,3.6666666666666665
Delhi,Shahdara,2025.0,7.0,3,-40.0,4.0
Delhi,Shahdara,2025.0,8.0,7,133.33333333333334,5.0
Delhi,Shahdara,2025.0,9.0,6,-14.28571428571429,5.333333333333333
Delhi,Shahdara,2025.0,10.0,8,33.33333333333333,7.0
Delhi,Shahdara,2025.0,11.0,6,-25.0,6.666666666666667
Delhi,Shahdara,2025.0,12.0,7,16.666666666666675,7.0
Delhi,South Delhi,2025.0,1.0,51,,
Delhi,South Delhi,2025.0,2.0,38,-25.49019607843137,
Delhi,South Delhi,2025.0,3.0,31,-18.42105263157895,40.0
Delhi,South Delhi,2025.0,4.0,23,-25.806451612903224,30.666666666666668
Delhi,South Delhi,2025.0,5.0,30,30.434782608695656,28.0
Delhi,South Delhi,2025.0,6.0,36,19.999999999999996,29.666666666666668
Delhi,South Delhi,2025.0,7.0,32,-11.111111111111116,32.666666666666664
Delhi,South Delhi,2025.0,8.0,40,25.0,36.0
Delhi,South Delhi,2025.0,9.0,36,-9.999999999999998,36.0
Delhi,South Delhi,2025.0,10.0,33,-8.333333333333337,36.333333333333336
Delhi,South Delhi,2025.0,11.0,37,12.12121212121211,35.333333333333336
Delhi,South Delhi,2025.0,12.0,36,-2.7027027027026973,35.333333333333336
Delhi,South East Delhi,2025.0,2.0,2,,
Delhi,South East Delhi,2025.0,3.0,1,-50.0,
Delhi,South East Delhi,2025.0,5.0,2,100.0,1.6666666666666667
Delhi,South East Delhi,2025.0,6.0,1,-50.0,1.3333333333333333
Delhi,South East Delhi,2025.0,7.0,1,0.0,1.3333333333333333
Delhi,South East Delhi,2025.0,8.0,1,0.0,1.0
Delhi,South East Delhi,2025.0,9.0,1,0.0,1.0
Delhi,South East Delhi,2025.0,10.0,1,0.0,1.0
Delhi,South East Delhi,2025.0,11.0,1,0.0,1.0
Delhi,South East Delhi,2025.0,12.0,2,100.0,1.3333333333333333
Delhi,South West Delhi,2025.0,1.0,44,,
Delhi,South West Delhi,2025.0,2.0,42,-4.545454545454541,
Delhi,South West Delhi,2025.0,3.0,36,-14.28571428571429,40.666666666666664
Delhi,South West Delhi,2025.0,4.0,17,-52.77777777777778,31.666666666666668
Delhi,South West Delhi,2025.0,5.0,31,82.35294117647058,28.0
Delhi,South West Delhi,2025.0,6.0,43,38.70967741935485,30.333333333333332
Delhi,South West Delhi,2025.0,7.0,27,-37.2093023255814,33.666666666666664
Delhi,South West Delhi,2025.0,8.0,49,81.4814814814815,39.666666666666664
Delhi,South West Delhi,2025.0,9.0,43,-12.244897959183676,39.666666666666664
Delhi,South West Delhi,2025.0,10.0,34,-20.93023255813954,42.0
Delhi,South West Delhi,2025.0,11.0,36,5.882352941176472,37.666666666666664
Delhi,South West Delhi,2025.0,12.0,40,11.111111111111116,36.666666666666664
Delhi,West Delhi,2025.0,1.0,31,,
Delhi,West Delhi,2025.0,2.0,20,-35.483870967741936,
Delhi,West Delhi,2025.0,3.0,17,-15.000000000000002,22.666666666666668
Delhi,West Delhi,2025.0,4.0,14,-17.647058823529417,17.0
Delhi,West Delhi,2025.0,5.0,15,7.14285714285714,15.333333333333334
Delhi,West Delhi,2025.0,6.0,20,33.33333333333333,16.333333333333332
Delhi,West Delhi,2025.0,7.0,17,-15.000000000000002,17.333333333333332
Delhi,West Delhi,2025.0,8.0,19,11.764705882352944,18.666666666666668
Delhi,West Delhi,2025.0,9.0,23,21.052631578947366,19.666666666666668
Delhi,West Delhi,2025.0,10.0,19,-17.391304347826086,20.333333333333332
Delhi,West Delhi,2025.0,11.0,19,0.0,20.333333333333332
Delhi,West Delhi,2025.0,12.0,20,5.263157894736836,19.333333333333332
Goa,North Goa,2025.0,1.0,28,,
Goa,North Goa,2025.0,2.0,25,-10.71428571428571,
Goa,North Goa,2025.0,3.0,17,-31.999999999999996,23.333333333333332
Goa,North Goa,2025.0,4.0,15,-11.764705882352944,19.0
Goa,North Goa,2025.0,5.0,29,93.33333333333333,20.333333333333332
Goa,North Goa,2025.0,6.0,20,-31.034482758620683,21.333333333333332
Goa,North Goa,2025.0,7.0,10,-50.0,19.666666666666668
Goa,North Goa,2025.0,8.0,35,250.0,21.666666666666668
Goa,North Goa,2025.0,9.0,24,-31.428571428571427,23.0
Goa,North Goa,2025.0,10.0,25,4.166666666666674,28.0
Goa,North Goa,2025.0,11.0,25,0.0,24.666666666666668
Goa,North Goa,2025.0,12.0,28,12.00000000000001,26.0
Goa,South Goa,2025.0,1.0,22,,
Goa,South Goa,2025.0,2.0,14,-36.36363636363637,
Goa,South Goa,2025.0,3.0,13,-7.14285714285714,16.333333333333332
Goa,South Goa,2025.0,4.0,13,0.0,13.333333333333334
Goa,South Goa,2025.0,5.0,27,107.69230769230771,17.666666666666668
Goa,South Goa,2025.0,6.0,12,-55.55555555555556,17.333333333333332
Goa,South Goa,2025.0,7.0,7,-41.666666666666664,15.333333333333334
Goa,South Goa,2025.0,8.0,29,314.28571428571433,16.0
Goa,South Goa,2025.0,9.0,15,-48.275862068965516,17.0
Goa,South Goa,2025.0,10.0,20,33.33333333333333,21.333333333333332
Goa,South Goa,2025.0,11.0,22,10.000000000000009,19.0
Goa,South Goa,2025.0,12.0,23,4.545454545454541,21.666666666666668
Gujarat,Ahmadabad,2025.0,1.0,34,,
Gujarat,Ahmadabad,2025.0,2.0,29,-14.70588235294118,
Gujarat,Ahmadabad,2025.0,3.0,17,-41.379310344827594,26.666666666666668
Gujarat,Ahmadabad,2025.0,4.0,14,-17.647058823529417,20.0
Gujarat,Ahmadabad,2025.0,5.0,13,-7.14285714285714,14.666666666666666
Gujarat,Ahmadabad,2025.0,6.0,16,23.076923076923084,14.333333333333334
Gujarat,Ahmadabad,2025.0,7.0,9,-43.75,12.666666666666666
Gujarat,Ahmadabad,2025.0,8.0,32,255.55555555555554,19.0
Gujarat,Ahmadabad,2025.0,9.0,26,-18.75,22.333333333333332
Gujarat,Ahmadabad,2025.0,10.0,26,0.0,28.0
Gujarat,Ahmadabad,2025.0,11.0,26,0.0,26.0
Gujarat,Ahmadabad,2025.0,12.0,25,-3.8461538461538436,25.666666666666668
Gujarat,Ahmedabad,2025.0,1.0,102,,
Gujarat,Ahmedabad,2025.0,2.0,129,26.470588235294112,
Gujarat,Ahmedabad,2025.0,3.0,93,-27.906976744186053,108.0
Gujarat,Ahmedabad,2025.0,4.0,63,-32.25806451612904,95.0
Gujarat,Ahmedabad,2025.0,5.0,76,20.63492063492063,77.33333333333333
Gujarat,Ahmedabad,2025.0,6.0,104,36.8421052631579,81.0
Gujarat,Ahmedabad,2025.0,7.0,60,-42.307692307692314,80.0
Gujarat,Ahmedabad,2025.0,8.0,143,138.33333333333334,102.33333333333333
Gujarat,Ahmedabad,2025.0,9.0,127,-11.188811188811187,110.0
Gujarat,Ahmedabad,2025.0,10.0,110,-13.38582677165354,126.66666666666667
Gujarat,Ahmedabad,2025.0,11.0,122,10.909090909090914,119.66666666666667
Gujarat,Ahmedabad,2025.0,12.0,116,-4.918032786885251,116.0
Gujarat,Amreli,2025.0,1.0,33,,
Gujarat,Amreli,2025.0,2.0,48,45.45454545454546,
Gujarat,Amreli,2025.0,3.0,31,-35.416666666666664,37.333333333333336
Gujarat,Amreli,2025.0,4.0,24,-22.580645161290324,34.333333333333336
Gujarat,Amreli,2025.0,5.0,14,-41.666666666666664,23.0
Gujarat,Amreli,2025.0,6.0,26,85.71428571428572,21.333333333333332
Gujarat,Amreli,2025.0,7.0,19,-26.923076923076927,19.666666666666668
Gujarat,Amreli,2025.0,8.0,43,126.3157894736842,29.333333333333332
Gujarat,Amreli,2025.0,9.0,42,-2.3255813953488413,34.666666666666664
Gujarat,Amreli,2025.0,10.0,48,14.28571428571428,44.333333333333336
Gujarat,Amreli,2025.0,11.0,36,-25.0,42.0
Gujarat,Amreli,2025.0,12.0,39,8.333333333333325,41.0
Gujarat,Anand,2025.0,1.0,51,,
Gujarat,Anand,2025.0,2.0,67,31.372549019607842,
Gujarat,Anand,2025.0,3.0,40,-40.29850746268657,52.666666666666664
Gujarat,Anand,2025.0,4.0,22,-44.99999999999999,43.0
Gujarat,Anand,2025.0,5.0,22,0.0,28.0
Gujarat,Anand,2025.0,6.0,40,81.81818181818181,28.0
Gujarat,Anand,2025.0,7.0,20,-50.0,27.333333333333332
Gujarat,Anand,2025.0,8.0,65,225.0,41.666666666666664
Gujarat,Anand,2025.0,9.0,67,3.076923076923066,50.666666666666664
Gujarat,Anand,2025.0,10.0,66,-1.4925373134328401,66.0
Gujarat,Anand,2025.0,11.0,66,0.0,66.33333333333333
Gujarat,Anand,2025.0,12.0,60,-9.090909090909093,64.0
Gujarat,Arvalli,2025.0,1.0,19,,
Gujarat,Arvalli,2025.0,2.0,23,21.052631578947366,
Gujarat,Arvalli,2025.0,3.0,16,-30.434782608695656,19.333333333333332
Gujarat,Arvalli,2025.0,4.0,12,-25.0,17.0
Gujarat,Arvalli,2025.0,5.0,6,-50.0,11.333333333333334
Gujarat,Arvalli,2025.0,6.0,9,50.0,9.0
Gujarat,Arvalli,2025.0,7.0,6,-33.333333333333336,7.0
Gujarat,Arvalli,2025.0,8.0,31,416.6666666666667,15.333333333333334
Gujarat,Arvalli,2025.0,9.0,25,-19.354838709677423,20.666666666666668
Gujarat,Arvalli,2025.0,10.0,17,-31.999999999999996,24.333333333333332
Gujarat,Arvalli,2025.0,11.0,20,17.647058823529417,20.666666666666668
Gujarat,Arvalli,2025.0,12.0,21,5.000000000000004,19.333333333333332
Gujarat,Banas Kantha,2025.0,1.0,27,,
Gujarat,Banas Kantha,2025.0,2.0,6,-77.77777777777779,
Gujarat,Banas Kantha,2025.0,3.0,4,-33.333333333333336,12.333333333333334
Gujarat,Banas Kantha,2025.0,4.0,1,-75.0,3.6666666666666665
Gujarat,Banas Kantha,2025.0,6.0,1,0.0,2.0
Gujarat,Banas Kantha,2025.0,8.0,2,100.0,1.3333333333333333
Gujarat,Banas Kantha,2025.0,9.0,3,50.0,2.0
Gujarat,Banas Kantha,2025.0,10.0,5,66.66666666666667,3.3333333333333335
Gujarat,Banas Kantha,2025.0,11.0,1,-80.0,3.0
Gujarat,Banas Kantha,2025.0,12.0,2,100.0,2.6666666666666665
Gujarat,Banaskantha,2025.0,1.0,60,,
Gujarat,Banaskantha,2025.0,2.0,52,-13.33333333333333,
Gujarat,Banaskantha,2025.0,3.0,42,-19.23076923076923,51.333333333333336
Gujarat,Banaskantha,2025.0,4.0,26,-38.095238095238095,40.0
Gujarat,Banaskantha,2025.0,5.0,22,-15.384615384615385,30.0
Gujarat,Banaskantha,2025.0,6.0,45,104.54545454545455,31.0
Gujarat,Banaskantha,2025.0,7.0,18,-60.0,28.333333333333332
Gujarat,Banaskantha,2025.0,8.0,39,116.66666666666666,34.0
Gujarat,Banaskantha,2025.0,9.0,47,20.512820512820507,34.666666666666664
Gujarat,Banaskantha,2025.0,10.0,45,-4.255319148936165,43.666666666666664
Gujarat,Banaskantha,2025.0,11.0,45,0.0,45.666666666666664
Gujarat,Banaskantha,2025.0,12.0,47,4.444444444444451,45.666666666666664
Gujarat,Bharuch,2025.0,1.0,38,,
Gujarat,Bharuch,2025.0,2.0,48,26.315789473684205,
Gujarat,Bharuch,2025.0,3.0,27,-43.75,37.666666666666664
Gujarat,Bharuch,2025.0,4.0,19,-29.629629629629626,31.333333333333332
Gujarat,Bharuch,2025.0,5.0,19,0.0,21.666666666666668
Gujarat,Bharuch,2025.0,6.0,18,-5.263157894736848,18.666666666666668
Gujarat,Bharuch,2025.0,7.0,17,-5.555555555555558,18.0
Gujarat,Bharuch,2025.0,8.0,51,200.0,28.666666666666668
Gujarat,Bharuch,2025.0,9.0,48,-5.882352941176472,38.666666666666664
Gujarat,Bharuch,2025.0,10.0,38,-20.833333333333336,45.666666666666664
Gujarat,Bharuch,2025.0,11.0,43,13.157894736842103,43.0
Gujarat,Bharuch,2025.0,12.0,45,4.651162790697683,42.0
Gujarat,Bhavnagar,2025.0,1.0,52,,
Gujarat,Bhavnagar,2025.0,2.0,63,21.153846153846146,
